name,description,unit,metric_type,gauge,sum,histogram,exponential_histogram,summary,metadata,resource,resource_schema_url,instrumentation_scope,metric_schema_url
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614050000000"",""time_unix_nano"":""1761344850226106132"",""value"":0,""exemplars"":[],""attributes"":{""state"":""wait""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""process.command"":"""",""os.type"":""linux"",""process.executable.name"":""kworker/u41:0"",""process.pid"":""107"",""process.command_line"":"""",""process.parent_pid"":""2"",""process.executable.path"":""""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.memory.virtual,Virtual memory size.,By,sum,null,"{""start_time_unix_nano"":""1761342614050000000"",""time_unix_nano"":""1761344850226106132"",""value"":0,""exemplars"":[],""attributes"":{},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":null}",null,null,null,{},"{""attributes"":{""process.pid"":""107"",""host.name"":""docker-desktop"",""process.command"":"""",""os.type"":""linux"",""process.executable.path"":"""",""process.executable.name"":""kworker/u41:0"",""process.command_line"":"""",""process.parent_pid"":""2""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614060000000"",""time_unix_nano"":""1761344850226125548"",""value"":0,""exemplars"":[],""attributes"":{""state"":""user""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""process.command"":"""",""process.executable.path"":"""",""process.command_line"":"""",""process.parent_pid"":""2"",""os.type"":""linux"",""process.pid"":""108"",""process.executable.name"":""kworker/R-kthrotld""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614060000000"",""time_unix_nano"":""1761344850226125548"",""value"":0,""exemplars"":[],""attributes"":{""state"":""system""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.executable.path"":"""",""process.command"":"""",""process.executable.name"":""kworker/R-kthrotld"",""process.pid"":""108"",""host.name"":""docker-desktop"",""process.parent_pid"":""2"",""os.type"":""linux"",""process.command_line"":""""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614060000000"",""time_unix_nano"":""1761344850226125548"",""value"":0,""exemplars"":[],""attributes"":{""state"":""wait""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.executable.name"":""kworker/R-kthrotld"",""process.pid"":""108"",""os.type"":""linux"",""process.command_line"":"""",""process.command"":"""",""process.executable.path"":"""",""host.name"":""docker-desktop"",""process.parent_pid"":""2""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.memory.usage,The amount of physical memory in use.,By,sum,null,"{""start_time_unix_nano"":""1761342614060000000"",""time_unix_nano"":""1761344850226125548"",""value"":0,""exemplars"":[],""attributes"":{},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":null}",null,null,null,{},"{""attributes"":{""process.executable.name"":""kworker/R-kthrotld"",""process.pid"":""108"",""host.name"":""docker-desktop"",""process.command"":"""",""process.parent_pid"":""2"",""process.command_line"":"""",""process.executable.path"":"""",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.memory.virtual,Virtual memory size.,By,sum,null,"{""start_time_unix_nano"":""1761342614060000000"",""time_unix_nano"":""1761344850226125548"",""value"":0,""exemplars"":[],""attributes"":{},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":null}",null,null,null,{},"{""attributes"":{""process.command_line"":"""",""process.pid"":""108"",""process.command"":"""",""os.type"":""linux"",""process.executable.name"":""kworker/R-kthrotld"",""process.parent_pid"":""2"",""host.name"":""docker-desktop"",""process.executable.path"":""""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614110000000"",""time_unix_nano"":""1761344850226145215"",""value"":0,""exemplars"":[],""attributes"":{""state"":""user""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.command_line"":"""",""process.parent_pid"":""2"",""os.type"":""linux"",""process.executable.path"":"""",""process.command"":"""",""process.executable.name"":""khvcd"",""host.name"":""docker-desktop"",""process.pid"":""109""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614110000000"",""time_unix_nano"":""1761344850226145215"",""value"":0,""exemplars"":[],""attributes"":{""state"":""system""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""os.type"":""linux"",""process.command_line"":"""",""process.executable.path"":"""",""process.parent_pid"":""2"",""process.command"":"""",""process.pid"":""109"",""host.name"":""docker-desktop"",""process.executable.name"":""khvcd""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614110000000"",""time_unix_nano"":""1761344850226145215"",""value"":0,""exemplars"":[],""attributes"":{""state"":""wait""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.executable.path"":"""",""process.command_line"":"""",""process.parent_pid"":""2"",""process.command"":"""",""process.executable.name"":""khvcd"",""process.pid"":""109"",""os.type"":""linux"",""host.name"":""docker-desktop""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.memory.usage,The amount of physical memory in use.,By,sum,null,"{""start_time_unix_nano"":""1761342614110000000"",""time_unix_nano"":""1761344850226145215"",""value"":0,""exemplars"":[],""attributes"":{},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":null}",null,null,null,{},"{""attributes"":{""os.type"":""linux"",""process.executable.name"":""khvcd"",""process.command"":"""",""process.command_line"":"""",""process.parent_pid"":""2"",""process.executable.path"":"""",""host.name"":""docker-desktop"",""process.pid"":""109""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.memory.virtual,Virtual memory size.,By,sum,null,"{""start_time_unix_nano"":""1761342614110000000"",""time_unix_nano"":""1761344850226145215"",""value"":0,""exemplars"":[],""attributes"":{},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":null}",null,null,null,{},"{""attributes"":{""process.command_line"":"""",""host.name"":""docker-desktop"",""process.executable.path"":"""",""process.command"":"""",""process.parent_pid"":""2"",""os.type"":""linux"",""process.pid"":""109"",""process.executable.name"":""khvcd""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614110000000"",""time_unix_nano"":""1761344850226165382"",""value"":0,""exemplars"":[],""attributes"":{""state"":""user""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.parent_pid"":""2"",""process.pid"":""110"",""process.command"":"""",""process.command_line"":"""",""os.type"":""linux"",""host.name"":""docker-desktop"",""process.executable.name"":""hwrng"",""process.executable.path"":""""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614110000000"",""time_unix_nano"":""1761344850226165382"",""value"":0,""exemplars"":[],""attributes"":{""state"":""system""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.command"":"""",""os.type"":""linux"",""process.parent_pid"":""2"",""process.pid"":""110"",""process.executable.path"":"""",""host.name"":""docker-desktop"",""process.executable.name"":""hwrng"",""process.command_line"":""""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614110000000"",""time_unix_nano"":""1761344850226165382"",""value"":0,""exemplars"":[],""attributes"":{""state"":""wait""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.executable.path"":"""",""process.executable.name"":""hwrng"",""host.name"":""docker-desktop"",""process.pid"":""110"",""process.parent_pid"":""2"",""process.command"":"""",""os.type"":""linux"",""process.command_line"":""""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.memory.usage,The amount of physical memory in use.,By,sum,null,"{""start_time_unix_nano"":""1761342614110000000"",""time_unix_nano"":""1761344850226165382"",""value"":0,""exemplars"":[],""attributes"":{},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":null}",null,null,null,{},"{""attributes"":{""process.command"":"""",""process.executable.name"":""hwrng"",""process.executable.path"":"""",""process.pid"":""110"",""process.command_line"":"""",""host.name"":""docker-desktop"",""process.parent_pid"":""2"",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.memory.virtual,Virtual memory size.,By,sum,null,"{""start_time_unix_nano"":""1761342614110000000"",""time_unix_nano"":""1761344850226165382"",""value"":0,""exemplars"":[],""attributes"":{},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":null}",null,null,null,{},"{""attributes"":{""process.command_line"":"""",""os.type"":""linux"",""process.command"":"""",""process.parent_pid"":""2"",""process.executable.name"":""hwrng"",""process.pid"":""110"",""process.executable.path"":"""",""host.name"":""docker-desktop""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614110000000"",""time_unix_nano"":""1761344850226184590"",""value"":0,""exemplars"":[],""attributes"":{""state"":""user""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.command_line"":"""",""process.executable.path"":"""",""process.parent_pid"":""2"",""process.pid"":""112"",""process.command"":"""",""os.type"":""linux"",""process.executable.name"":""kworker/R-nbd0-recv"",""host.name"":""docker-desktop""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614110000000"",""time_unix_nano"":""1761344850226184590"",""value"":0,""exemplars"":[],""attributes"":{""state"":""system""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.executable.name"":""kworker/R-nbd0-recv"",""process.command_line"":"""",""host.name"":""docker-desktop"",""process.parent_pid"":""2"",""process.pid"":""112"",""process.command"":"""",""process.executable.path"":"""",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614110000000"",""time_unix_nano"":""1761344850226184590"",""value"":0,""exemplars"":[],""attributes"":{""state"":""wait""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.pid"":""112"",""process.executable.name"":""kworker/R-nbd0-recv"",""process.parent_pid"":""2"",""process.command_line"":"""",""process.executable.path"":"""",""host.name"":""docker-desktop"",""os.type"":""linux"",""process.command"":""""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.memory.usage,The amount of physical memory in use.,By,sum,null,"{""start_time_unix_nano"":""1761342614110000000"",""time_unix_nano"":""1761344850226184590"",""value"":0,""exemplars"":[],""attributes"":{},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":null}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""process.command"":"""",""process.executable.path"":"""",""process.command_line"":"""",""os.type"":""linux"",""process.executable.name"":""kworker/R-nbd0-recv"",""process.parent_pid"":""2"",""process.pid"":""112""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.memory.virtual,Virtual memory size.,By,sum,null,"{""start_time_unix_nano"":""1761342614110000000"",""time_unix_nano"":""1761344850226184590"",""value"":0,""exemplars"":[],""attributes"":{},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":null}",null,null,null,{},"{""attributes"":{""process.command"":"""",""process.command_line"":"""",""process.parent_pid"":""2"",""os.type"":""linux"",""host.name"":""docker-desktop"",""process.executable.name"":""kworker/R-nbd0-recv"",""process.pid"":""112"",""process.executable.path"":""""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614120000000"",""time_unix_nano"":""1761344850226205507"",""value"":0,""exemplars"":[],""attributes"":{""state"":""user""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""process.executable.name"":""kworker/R-nbd1-recv"",""os.type"":""linux"",""process.pid"":""113"",""process.executable.path"":"""",""process.command"":"""",""process.parent_pid"":""2"",""process.command_line"":""""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614120000000"",""time_unix_nano"":""1761344850226205507"",""value"":0,""exemplars"":[],""attributes"":{""state"":""system""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.pid"":""113"",""process.executable.path"":"""",""process.command"":"""",""process.executable.name"":""kworker/R-nbd1-recv"",""host.name"":""docker-desktop"",""os.type"":""linux"",""process.parent_pid"":""2"",""process.command_line"":""""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614120000000"",""time_unix_nano"":""1761344850226205507"",""value"":0,""exemplars"":[],""attributes"":{""state"":""wait""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.executable.path"":"""",""process.parent_pid"":""2"",""host.name"":""docker-desktop"",""os.type"":""linux"",""process.command_line"":"""",""process.executable.name"":""kworker/R-nbd1-recv"",""process.pid"":""113"",""process.command"":""""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.memory.usage,The amount of physical memory in use.,By,sum,null,"{""start_time_unix_nano"":""1761342614120000000"",""time_unix_nano"":""1761344850226205507"",""value"":0,""exemplars"":[],""attributes"":{},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":null}",null,null,null,{},"{""attributes"":{""process.pid"":""113"",""process.executable.name"":""kworker/R-nbd1-recv"",""os.type"":""linux"",""process.command"":"""",""process.command_line"":"""",""host.name"":""docker-desktop"",""process.executable.path"":"""",""process.parent_pid"":""2""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.memory.virtual,Virtual memory size.,By,sum,null,"{""start_time_unix_nano"":""1761342614120000000"",""time_unix_nano"":""1761344850226205507"",""value"":0,""exemplars"":[],""attributes"":{},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":null}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""os.type"":""linux"",""process.command_line"":"""",""process.executable.path"":"""",""process.executable.name"":""kworker/R-nbd1-recv"",""process.command"":"""",""process.pid"":""113"",""process.parent_pid"":""2""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614120000000"",""time_unix_nano"":""1761344850226223923"",""value"":0,""exemplars"":[],""attributes"":{""state"":""user""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""process.command"":"""",""process.parent_pid"":""2"",""process.pid"":""114"",""process.command_line"":"""",""os.type"":""linux"",""process.executable.path"":"""",""process.executable.name"":""kworker/R-nbd2-recv""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614120000000"",""time_unix_nano"":""1761344850226223923"",""value"":0,""exemplars"":[],""attributes"":{""state"":""system""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.command"":"""",""process.parent_pid"":""2"",""process.executable.name"":""kworker/R-nbd2-recv"",""process.command_line"":"""",""process.pid"":""114"",""os.type"":""linux"",""host.name"":""docker-desktop"",""process.executable.path"":""""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614120000000"",""time_unix_nano"":""1761344850226223923"",""value"":0,""exemplars"":[],""attributes"":{""state"":""wait""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""process.executable.path"":"""",""process.command_line"":"""",""process.command"":"""",""process.parent_pid"":""2"",""process.executable.name"":""kworker/R-nbd2-recv"",""os.type"":""linux"",""process.pid"":""114""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.memory.usage,The amount of physical memory in use.,By,sum,null,"{""start_time_unix_nano"":""1761342614120000000"",""time_unix_nano"":""1761344850226223923"",""value"":0,""exemplars"":[],""attributes"":{},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":null}",null,null,null,{},"{""attributes"":{""process.executable.name"":""kworker/R-nbd2-recv"",""process.parent_pid"":""2"",""process.command_line"":"""",""os.type"":""linux"",""process.command"":"""",""process.pid"":""114"",""host.name"":""docker-desktop"",""process.executable.path"":""""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.memory.virtual,Virtual memory size.,By,sum,null,"{""start_time_unix_nano"":""1761342614120000000"",""time_unix_nano"":""1761344850226223923"",""value"":0,""exemplars"":[],""attributes"":{},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":null}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""process.pid"":""114"",""process.parent_pid"":""2"",""process.executable.name"":""kworker/R-nbd2-recv"",""process.command_line"":"""",""process.command"":"""",""os.type"":""linux"",""process.executable.path"":""""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614120000000"",""time_unix_nano"":""1761344850226243507"",""value"":0,""exemplars"":[],""attributes"":{""state"":""user""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""os.type"":""linux"",""process.parent_pid"":""2"",""process.command"":"""",""process.pid"":""115"",""process.executable.name"":""kworker/R-nbd3-recv"",""host.name"":""docker-desktop"",""process.executable.path"":"""",""process.command_line"":""""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614120000000"",""time_unix_nano"":""1761344850226243507"",""value"":0,""exemplars"":[],""attributes"":{""state"":""system""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.command"":"""",""process.pid"":""115"",""os.type"":""linux"",""host.name"":""docker-desktop"",""process.parent_pid"":""2"",""process.command_line"":"""",""process.executable.path"":"""",""process.executable.name"":""kworker/R-nbd3-recv""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614120000000"",""time_unix_nano"":""1761344850226243507"",""value"":0,""exemplars"":[],""attributes"":{""state"":""wait""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.executable.name"":""kworker/R-nbd3-recv"",""process.command"":"""",""host.name"":""docker-desktop"",""process.parent_pid"":""2"",""process.pid"":""115"",""os.type"":""linux"",""process.executable.path"":"""",""process.command_line"":""""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
